Sample,Ch1,Ch2
0,0.037254903465509415,0.01715686358511448
1,0.027450980618596077,0.0
2,0.03235294297337532,-0.009803921915590763
3,-0.08235294371843338,2.3308823108673096
4,0.02450980432331562,2.629901885986328
5,-0.03872549161314964,3.095588207244873
6,-0.011274510063230991,3.5098040103912354
7,-0.014215686358511448,4.017157077789307
8,0.004411764908581972,4.463235378265381
9,-0.030392156913876534,4.86274528503418
10,-0.0004901961074210703,5.30637264251709
11,-0.014705882407724857,5.76225471496582
12,-0.004411764908581972,6.100490093231201
13,0.20931372046470642,6.438725471496582
14,-1.7171568870544434,6.526960849761963
15,0.030392156913876534,6.784313678741455
16,-0.4264705777168274,6.93137264251709
17,-0.4691176414489746,6.867647171020508
18,-0.02549019642174244,6.906862735748291
19,-0.10637255012989044,6.808823585510254
20,-0.09068627655506134,6.56862735748291
21,0.018627451732754707,6.325980186462402
22,-0.0573529414832592,5.975490093231201
23,0.08774510025978088,5.600490093231201
24,0.0004901961074210703,5.073529243469238
25,0.06519608199596405,4.571078300476074
26,0.037254903465509415,4.036764621734619
27,0.07009804248809814,3.495098114013672
28,0.07107843458652496,2.911764621734619
29,0.06470588594675064,2.340686321258545
30,0.07500000298023224,1.7941176891326904
31,0.08088235557079315,1.2598038911819458
32,0.07647059112787247,0.7279411554336548
33,0.07647059112787247,0.32107841968536377
34,0.0779411792755127,-0.09558823704719543
35,0.07647059112787247,-0.3921568691730499
36,0.0573529414832592,-0.6593137383460999
37,0.05931372568011284,-0.7867646813392639
38,0.0573529414832592,-0.8700980544090271
39,0.04117647185921669,-0.8725489974021912
40,0.04901960864663124,-0.7401960492134094
41,0.027941176667809486,-0.5857843160629272
42,0.02401960827410221,-0.33578431606292725
43,0.005392157007008791,-0.0049019609577953815
44,-0.0019607844296842813,0.4264705777168274
45,0.007843137718737125,0.9117646813392639
46,-0.006862745154649019,1.4313725233078003
47,-0.015196078456938267,1.9901961088180542
48,-0.019607843831181526,2.536764621734619
49,-0.018627451732754707,3.127450942993164
50,-0.010294117964804173,3.6960785388946533
51,-0.01274509821087122,4.303921699523926
52,-0.023039216175675392,4.811274528503418
53,-0.014215686358511448,5.281862735748291
54,-0.022058824077248573,5.730391979217529
55,-0.010294117964804173,6.100490093231201
56,-0.013235294260084629,6.416666507720947
57,0.00147058826405555,6.573529243469238
58,0.007843137718737125,6.691176414489746
59,0.020588235929608345,6.747549057006836
60,0.022549020126461983,6.666666507720947
61,0.028431372717022896,6.517157077789307
62,0.038235295563936234,6.218137264251709
63,0.04901960864663124,5.889705657958984
64,0.053921569138765335,5.482842922210693
65,0.062745101749897,4.958333492279053
66,0.06029411777853966,4.357842922210693
67,0.08039215952157974,3.754901885986328
68,0.06862745434045792,3.125
69,0.09852941334247589,2.4779412746429443
70,0.07745098322629929,1.7303920984268188
71,0.08186274766921997,1.0563725233078003
72,0.08186274766921997,0.40931373834609985
73,0.13137255609035492,-0.1715686321258545
74,0.15441176295280457,-0.7843137383460999
75,0.5568627715110779,-1.252450942993164
76,-0.2289215624332428,-1.747549057006836
77,0.4696078300476074,-2.0710785388946533
78,-0.0936274528503418,-2.370098114013672
79,0.11078431457281113,-2.5833332538604736
80,0.10049019753932953,-2.6029412746429443
81,0.03970588371157646,-2.566176414489746
82,0.06323529779911041,-2.441176414489746
83,0.013235294260084629,-2.18137264251709
84,0.013235294260084629,-1.8799020051956177
85,0.027450980618596077,-1.4240195751190186
86,-0.003921568859368563,-0.8823529481887817
87,-0.0029411765281111,-0.30392158031463623
88,-0.01568627543747425,0.3799019753932953
89,-0.020588235929608345,1.061274528503418
90,-0.006862745154649019,1.752450942993164
91,-0.021568628028035164,2.5098040103912354
92,-0.05588235333561897,3.1985294818878174
93,-0.02598039247095585,3.8651959896087646
94,-0.03186274692416191,4.549019813537598
95,-0.04362745210528374,5.142157077789307
96,-0.030392156913876534,5.735294342041016
97,-0.037745099514722824,6.151960849761963
98,-0.005392157007008791,6.507352828979492
99,-0.011274510063230991,6.789215564727783
100,0.0024509804788976908,6.980391979217529
101,0.006862745154649019,7.026960849761963
102,0.018627451732754707,6.928921699523926
103,0.0235294122248888,6.769608020782471
104,0.03872549161314964,6.5
105,0.04264706000685692,6.053921699523926
106,0.062745101749897,5.585784435272217
107,0.06029411777853966,4.963235378265381
108,0.07450980693101883,4.325980186462402
109,0.08529412001371384,3.6102941036224365
110,0.0784313753247261,2.8210785388946533
111,0.09460784494876862,2.004901885986328
112,0.09558823704719543,1.1936274766921997
113,0.10833333432674408,0.3137255012989044
114,0.09460784494876862,-0.43382352590560913
115,0.10000000149011612,-1.2230392694473267
116,0.09166666865348816,-1.9117647409439087
117,0.07254902273416519,-2.561274528503418
118,0.09852941334247589,-3.1053922176361084
119,0.06862745434045792,-3.56862735748291
120,0.07254902273416519,-3.8848040103912354
121,0.05882352963089943,-4.154411792755127
122,0.04950980469584465,-4.25
123,0.054901961237192154,-4.23774528503418
124,0.028921568766236305,-4.063725471496582
125,0.013725490309298038,-3.840686321258545
126,0.023039216175675392,-3.377450942993164
127,0.0,-2.882352828979492
128,-0.0019607844296842813,-2.2941176891326904
