Sample,Ch1,Ch2
0,0.135784313082695,-0.05147058889269829
1,0.0676470622420311,-0.0024509804788976908
2,0.0887254923582077,0.0024509804788976908
3,0.0,1.654411792755127
4,0.029901960864663124,2.468137264251709
5,-0.011274510063230991,2.963235378265381
6,0.04019607976078987,3.375
7,-0.02500000037252903,3.8210785388946533
8,0.0117647061124444,4.311274528503418
9,-0.01225490216165781,4.774509906768799
10,0.018627451732754707,5.178921699523926
11,-0.0024509804788976908,5.617647171020508
12,-0.004411764908581972,5.960784435272217
13,-0.0117647061124444,6.30637264251709
14,-0.006862745154649019,6.622549057006836
15,-0.007843137718737125,6.799019813537598
16,0.0,6.879901885986328
17,-0.009313725866377354,6.973039150238037
18,0.00147058826405555,6.936274528503418
19,-0.009313725866377354,6.884803771972656
20,0.00147058826405555,6.661764621734619
21,-0.0029411765281111,6.389705657958984
22,0.0009803922148421407,6.075980186462402
23,0.0034313725773245096,5.671568393707275
24,-0.007843137718737125,5.235294342041016
25,-0.02598039247095585,4.769608020782471
26,-0.0049019609577953815,4.210784435272217
27,0.0,3.6691176891326904
28,0.003921568859368563,3.0465686321258545
29,0.0049019609577953815,2.536764621734619
30,0.004411764908581972,1.9558823108673096
31,0.0024509804788976908,1.4117647409439087
32,0.006862745154649019,0.8799019455909729
33,0.003921568859368563,0.49264705181121826
34,0.004411764908581972,0.009803921915590763
35,0.004411764908581972,-0.30392158031463623
36,-0.0058823530562222,-0.5686274766921997
37,0.02549019642174244,-0.7524510025978088
38,-0.026960784569382668,-0.8578431606292725
39,0.02401960827410221,-0.9191176295280457
40,-0.01274509821087122,-0.813725471496582
41,0.0,-0.6421568393707275
42,-0.005392157007008791,-0.37745097279548645
43,-0.008823529817163944,-0.09068627655506134
44,0.0019607844296842813,0.3112744987010956
45,-0.0024509804788976908,0.7573529481887817
46,-0.00637254910543561,1.2450979948043823
47,-0.006862745154649019,1.7769607305526733
48,-0.008333333767950535,2.340686321258545
49,-0.015196078456938267,2.9583332538604736
50,-0.008333333767950535,3.529411792755127
51,-0.00147058826405555,4.075980186462402
52,-0.013235294260084629,4.602941036224365
53,-0.013725490309298038,5.102941036224365
54,-0.0117647061124444,5.553921699523926
55,-0.009803921915590763,5.997549057006836
56,-0.014705882407724857,6.276960849761963
57,-0.00147058826405555,6.531862735748291
58,-0.01225490216165781,6.644608020782471
59,-0.0049019609577953815,6.698529243469238
60,-0.01715686358511448,6.683823585510254
61,-0.00637254910543561,6.546568393707275
62,0.00637254910543561,6.338235378265381
63,0.007352941203862429,6.026960849761963
64,-0.00147058826405555,5.602941036224365
65,-0.0009803922148421407,5.110294342041016
66,-0.0034313725773245096,4.561274528503418
67,-0.01666666753590107,3.970588207244873
68,0.24117647111415863,3.340686321258545
69,0.30539214611053467,2.6642158031463623
70,-0.40343138575553894,1.9289215803146362
71,0.45686274766921997,1.311274528503418
72,-0.20392157137393951,0.6519607901573181
73,0.135784313082695,-0.014705882407724857
74,0.01274509821087122,-0.6225489974021912
75,-0.003921568859368563,-1.154411792755127
76,0.07156863063573837,-1.6299020051956177
77,0.006862745154649019,-1.9779411554336548
78,-0.00147058826405555,-2.276960849761963
79,0.022549020126461983,-2.504901885986328
80,0.0034313725773245096,-2.593137264251709
81,0.009803921915590763,-2.5833332538604736
82,0.0004901961074210703,-2.441176414489746
83,0.007352941203862429,-2.279411792755127
84,0.005392157007008791,-1.9485293626785278
85,-0.01617647148668766,-1.5490195751190186
86,0.020588235929608345,-1.0735293626785278
87,-0.01715686358511448,-0.5122548937797546
88,0.0024509804788976908,0.11029411852359772
89,-0.009313725866377354,0.8308823704719543
90,-0.009803921915590763,1.5245097875595093
91,-0.008333333767950535,2.1985294818878174
92,-0.0024509804788976908,2.9828431606292725
93,0.09509804099798203,3.6764705181121826
94,0.05588235333561897,4.370098114013672
95,0.04313725605607033,4.965686321258545
96,0.019117647781968117,5.546568393707275
97,0.01666666753590107,6.026960849761963
98,-0.006862745154649019,6.382352828979492
99,0.0024509804788976908,6.715686321258545
100,0.009313725866377354,6.911764621734619
101,0.00147058826405555,6.980391979217529
102,0.0034313725773245096,6.938725471496582
103,0.0029411765281111,6.850490093231201
104,-0.0004901961074210703,6.573529243469238
105,0.009803921915590763,6.183823585510254
106,-0.00147058826405555,5.764705657958984
107,0.005392157007008791,5.196078300476074
108,-0.007352941203862429,4.541666507720947
109,0.008823529817163944,3.845588207244873
110,0.0,3.0784313678741455
111,0.007843137718737125,2.2352941036224365
112,0.018627451732754707,1.4313725233078003
113,0.013235294260084629,0.6200980544090271
114,0.010784314014017582,-0.18627451360225677
115,0.013235294260084629,-0.9632353186607361
116,0.0,-1.7083333730697632
117,0.004411764908581972,-2.3553922176361084
118,0.010784314014017582,-2.9191176891326904
119,0.0029411765281111,-3.4142158031463623
120,0.01225490216165781,-3.843137264251709
121,0.004411764908581972,-4.029411792755127
122,0.0,-4.213235378265381
123,0.010784314014017582,-4.218137264251709
124,-0.0004901961074210703,-4.122549057006836
125,-0.019607843831181526,-3.899509906768799
126,0.026470588520169258,-3.5147058963775635
127,-0.020588235929608345,-3.0735294818878174
128,0.015196078456938267,-2.4779412746429443
129,-0.019117647781968117,-1.7696079015731812
130,-0.781862735748291,-1.0882352590560913
131,0.8740196228027344,-0.2181372493505478
132,-0.5980392098426819,0.6176470518112183
133,0.3495098054409027,1.468137264251709
134,0.0936274528503418,2.436274528503418
135,-0.11372549086809158,3.18137264251709
136,0.13823530077934265,4.058823585510254
137,-0.14852941036224365,4.850490093231201
138,0.028431372717022896,5.578431606292725
139,0.0313725508749485,6.215686321258545
140,-0.07450980693101883,6.781862735748291
141,0.05833333358168602,7.176470756530762
142,-0.04901960864663124,7.450980186462402
143,0.007352941203862429,7.642157077789307
144,0.0,7.664215564727783
145,-0.015196078456938267,7.610294342041016
146,-0.00147058826405555,7.335784435272217
147,-0.006862745154649019,6.985294342041016
148,0.0034313725773245096,6.441176414489746
149,0.0019607844296842813,5.872549057006836
150,-0.035784315317869186,5.156862735748291
151,0.05980392172932625,4.350490093231201
152,-0.03921568766236305,3.4485294818878174
153,0.028921568766236305,2.524509906768799
154,-0.003921568859368563,1.5710784196853638
155,0.0034313725773245096,0.593137264251709
156,0.0058823530562222,-0.37254902720451355
157,0.014215686358511448,-1.3210784196853638
158,0.010294117964804173,-2.218137264251709
159,0.004411764908581972,-3.088235378265381
160,0.0029411765281111,-3.8333332538604736
161,0.005392157007008791,-4.453431606292725
162,0.01225490216165781,-4.965686321258545
163,0.003921568859368563,-5.401960849761963
164,0.007352941203862429,-5.63725471496582
165,-0.0004901961074210703,-5.75
166,0.0019607844296842813,-5.757352828979492
167,-0.009803921915590763,-5.558823585510254
168,-0.003921568859368563,-5.225490093231201
169,-0.014215686358511448,-4.757352828979492
170,-0.00147058826405555,-4.122549057006836
171,-0.010294117964804173,-3.4558823108673096
172,0.0,-2.6372549533843994
173,-0.014705882407724857,-1.7132352590560913
174,-0.0009803922148421407,-0.7843137383460999
