Sample,Ch1,Ch2
0,0.6622549295425415,0.0416666679084301
1,0.7759804129600525,0.007352941203862429
2,0.8039215803146362,0.01225490216165781
3,1.5367647409439087,2.117647171020508
4,1.445588231086731,2.497549057006836
5,1.550490140914917,2.9828431606292725
6,1.6421568393707275,3.3872549533843994
7,1.6803921461105347,3.882352828979492
8,1.7598038911819458,4.330882549285889
9,1.8382352590560913,4.730391979217529
10,1.9220588207244873,5.279411792755127
11,1.9848039150238037,5.632352828979492
12,2.029411792755127,5.997549057006836
13,2.060784339904785,6.350490093231201
14,2.0843136310577393,6.595588207244873
15,2.101470470428467,6.781862735748291
16,2.081862688064575,6.936274528503418
17,2.066176414489746,6.94362735748291
18,2.064215660095215,6.960784435272217
19,2.005392074584961,6.816176414489746
20,1.9249999523162842,6.598039150238037
21,1.8823529481887817,6.345588207244873
22,1.7877451181411743,6.046568393707275
23,1.7000000476837158,5.629901885986328
24,1.574509859085083,5.186274528503418
25,1.4544117450714111,4.666666507720947
26,1.349509835243225,4.156862735748291
27,1.240686297416687,3.6151959896087646
28,1.1176470518112183,3.0
29,1.020098090171814,2.43137264251709
30,0.9147058725357056,1.8897058963775635
31,0.8348039388656616,1.375
32,0.7514705657958984,0.845588207244873
33,0.675000011920929,0.41421568393707275
34,0.6406862735748291,0.014705882407724857
35,0.593137264251709,-0.3578431308269501
36,0.5710784196853638,-0.5906862616539001
37,0.5691176652908325,-0.7524510025978088
38,0.5843137502670288,-0.8848039507865906
39,0.6171568632125854,-0.8553921580314636
40,0.6593137383460999,-0.7524510025978088
41,0.7147058844566345,-0.6323529481887817
42,0.802450954914093,-0.39950981736183167
43,0.8911764621734619,-0.014705882407724857
44,0.9779411554336548,0.375
45,1.0926470756530762,0.8259803652763367
46,1.192647099494934,1.3210784196853638
47,1.313725471496582,1.8872549533843994
48,1.425490140914917,2.3946077823638916
49,1.5299019813537598,3.026960849761963
50,1.631862759590149,3.6151959896087646
51,1.6803921461105347,4.120098114013672
52,1.7583333253860474,4.691176414489746
53,1.8534313440322876,5.174019813537598
